Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2366529,"I agreed to retrieve my Experian credit report for 1.00, but was signed up without my knowledge for a membership costing 21.00 per month, and I did nt know until I was charged this past week. I have tried to contact the company, but was put on hold for 30 minutes.",264,"['I agreed to retrieve my Experian credit report for 1.00, but was signed up without my knowledge for a membership costing 21.00 per month, and I did nt know until I was charged this past week. I have tried to contact the company, but was put on hold for 30 minutes.']"
2472627,even though I made payments to  citi bank..it w as nt the minimum..but now that I can make the minimum payment on a balance of 12000.00 witch I am told is 330.00 I m told I need to pay an extra 290.00 and if I do nt I m going to continue to be charged a 35.00 late fee ... this seems extreem,291,['even though I made payments to  citi bank..it w as nt the minimum..but now that I can make the minimum payment on a balance of 12000.00 witch I am told is 330.00 I m told I need to pay an extra 290.00 and if I do nt I m going to continue to be charged a 35.00 late fee ... this seems extreem']
2321789,Discover bank is not treating me fairly and equitably. The bank keeps giving me a hard time with managing my accounts. I had to call this bank several times and the customer service is very poor. I was put on hold for such a long time and a resolution could not be reached,272,['Discover bank is not treating me fairly and equitably. The bank keeps giving me a hard time with managing my accounts. I had to call this bank several times and the customer service is very poor. I was put on hold for such a long time and a resolution could not be reached']
2473271,USAA has taken  XXXX  of my retirement checks for 2800.00 plus 300.00. I have attached police reports with the issue.,117,['USAA has taken  XXXX  of my retirement checks for 2800.00 plus 300.00. I have attached police reports with the issue.']
2287364,The account from XXXX does not belong to me I have disputed to no end but no help,81,['The account from XXXX does not belong to me I have disputed to no end but no help']
2472791,XXXX  student loans have been  discharged  and I have a letter from the   XXXX   XXXX   XXXX   stating all loans have been discharged. The  XXXX  credit bureaus refuse to accept the letter.,189,['XXXX  student loans have been  discharged  and I have a letter from the   XXXX   XXXX   XXXX   stating all loans have been discharged. The  XXXX  credit bureaus refuse to accept the letter.']
2472570,"William, Rush, and Associates contacted me about someone elses account. They have left frequent messages and the debt does not involve me in any way.",149,"['William, Rush, and Associates contacted me about someone elses account. They have left frequent messages and the debt does not involve me in any way.']"
2472726,NOTICED ITEMS APPEARED ON MY CREDIT REPORT,42,['NOTICED ITEMS APPEARED ON MY CREDIT REPORT']
2279506,This is a lease that was terminated 7 years ago but they keep re inserting a new debt to keep it current,104,['This is a lease that was terminated 7 years ago but they keep re inserting a new debt to keep it current']
2323678,I saw a collection for Southwest Credit Systems on my credit report. I immediately contacted them requesting debt verification. I sent a letter requesting it on XXXX2016 and never got any documentation to verify this debt.,222,['I saw a collection for Southwest Credit Systems on my credit report. I immediately contacted them requesting debt verification. I sent a letter requesting it on XXXX2016 and never got any documentation to verify this debt.']
2271517,Repeated calls up to XXXX each day. No messages are left,56,['Repeated calls up to XXXX each day. No messages are left']
2474012,"I have recently obtained my credit report, and I have found fraudulent account OFFICE OF THE ATTY GEN   XXXX",108,"['I have recently obtained my credit report, and I have found fraudulent account OFFICE OF THE ATTY GEN   XXXX']"
2473311,I sent out several dispute leeter stating to remove incorrect items the are reporting on my credit reports if u cant show me original documents stating the debt is mine or show me proof of what u verified.,205,['I sent out several dispute leeter stating to remove incorrect items the are reporting on my credit reports if u cant show me original documents stating the debt is mine or show me proof of what u verified.']
2473998,"There are terrible mistakes in my report, these accounts do not relate to any transaction that I have made    XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX",275,"['There are terrible mistakes in my report, these accounts do not relate to any transaction that I have made    XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX']"
2473223,I have no contract with this company in regards to any debt owed.,65,['I have no contract with this company in regards to any debt owed.']
2473019,"This account has not been verified according to FCRA, FDCPA, Federal and State consumer laws.",93,"['This account has not been verified according to FCRA, FDCPA, Federal and State consumer laws.']"
2473329,I was charged 64.00 that was sent to collection. I called  BYL  collection agency over a month ago and paid the debt off. It needs to come off my credit immediately.,165,['I was charged 64.00 that was sent to collection. I called  BYL  collection agency over a month ago and paid the debt off. It needs to come off my credit immediately.']
2472956,This company uses spoofing to contact me and my family members and have yet to contact me in writing. Their calls are harassing and annoying and they refuse to stop. They call numerous times back to back every single day.,221,['This company uses spoofing to contact me and my family members and have yet to contact me in writing. Their calls are harassing and annoying and they refuse to stop. They call numerous times back to back every single day.']
